vpdmfId	journalTitle	nlmId	abbr	ISSN
15259	Trace elements in medicine	8504697	Trace Elem Med	0174-7371
15260	Acta paedologica	8500993	Acta Paedolog	0737-5166
15261	Child & adolescent social work journal : C & A	8501014	Child Adolesc Social Work J	0738-0151
15262	Journal of foetal medicine	8410900	J Foetal Med	0392-9507
15263	Population today	8410942	Popul Today	0749-2448
15264	The Egyptian population and family planning review	8406656	Egypt Popul Fam Plann Rev	1110-1156
15265	Pediatric and adolescent gynecology : official journal of the International Federation of Infantile and Juvenile Gynecology	8406518	Pediatr Adolesc Gynecol	0737-3945
15266	Merrill-Palmer quarterly of behavior and development	8404745	Merrill Palmer Q Behav Dev	XXXX-XXXX
15267	Zhejiang yi ke da xue xue bao = Journal of Zhejiang Medical University	8404887	Zhe Jiang Yi Ke Da Xue Xue Bao	1000-1743
15268	Population bulletin of ECWA	8403915	Popul Bull ECWA	0378-679X
15269	Journal of obstetrics & gynaecology of Eastern and Central Africa	8402696	J Obstet Gynaecol East Cent Africa	1012-8867
15270	The Nigerian medical practitioner	8400647	Niger Med Pract	0189-0964
15271	Sociological perspectives : SP : official publication of the Pacific Sociological Association	8307698	Sociol Perspect	0731-1214
15272	UN chronicle	8305532	UN Chron	0251-7329
15273	The Einstein quarterly journal of biology and medicine	8303108	Einstein Q J Biol Med	0724-6706
15274	Comptes rendus de therapeutique et de pharmacologie clinique	8301309	C R Ther Pharmacol Clin	0293-9908
15275	NPN medecine	8219756	NPN Med	0248-9635
15276	International journal of crude drug research	8219647	Int J Crude Drug Res	0167-7314
15277	Journal of Indian Association for Communicable Diseases	8218666	J Indian Assoc Commun Dis	0254-3575
15278	Nutrition update	8217419	Nutr Update	0735-4762
15279	Individual psychology	8215867	Individ Psychol	0277-7010
15280	Contraceptive technology update	8214749	Contracept Technol Update	0274-726X
15281	Family planning resume	8214458	Fam Plann Resume	0737-0849
15282	Women & therapy	8213661	Women Ther	0270-3149
15283	The journal of primary prevention	8213457	J Prim Prev	0278-095X
15284	Current population reports. Series P-60, Consumer income	8211477	Curr Popul Rep Consum Income	0730-4803
15285	The Journal of early adolescence	8208289	J Early Adolesc	0272-4316
15286	Research in the sociology of health care	8206881	Res Sociol Health Care	0275-4959
15287	Family planning information service	8204496	Fam Plann Inf Serv	0155-2449
15288	The Australian journal of clinical hypnotherapy / Australian Society of Clinical Hypnotherapists	8203690	Aust J Clin Hypnother	0159-7175
15289	Tianjin yi yao = Tianjin medical journal	8201211	Tianjin Yi Yao	0253-9896
15290	Journal de medecine legale droit medical	8200907	J Med Leg Droit Med	0249-6208
15291	Romanian journal of gerontology and geriatrics / the National Institute of Gerontology and Geriatrics, Bucharest	8110288	Rom J Gerontol Geriatr	0254-2307
15292	Children and youth services review	8110100	Child Youth Serv Rev	0190-7409
15293	Clinica e investigacion en ginecologia y obstetricia	8110102	Clin Invest Ginecol Obstet	0210-573X
15294	Indian journal of sexually transmitted diseases	8106446	Indian J Sex Transm Dis	0253-7184
15295	Contraceptive delivery systems	8102096	Contracept Deliv Syst	0143-6112
15296	Health policy	8102120	Health Policy (New York)	XXXX-XXXX
15297	Acta medica colombiana : AMC : organo de la Asociacion Columbiana de Medicina Interna	8101701	Acta Med Colomb	0120-2448
15298	Revista de la Sociedad Colombiana de Endocrinologia	8101381	Rev Soc Colomb Endocrinol	0120-1182
15299	Boletin de psicologia / Republica de Cuba, Ministerio de Salud Publica, Hospital Psiquiatrico de la Habana	8101251	Bol Psicol	0253-5742
15300	Archeia iatrikon hetaireon = Archives of the Hellenic medical societies	8101242	Arch Iatr Hetaireon	0253-9497
15301	Environmental impact assessment review	8100354	Environ Impact Assess Rev	0195-9255
15302	Asian-Pacific population programme news	8010275	Asian Pac Popul Programme News	XXXX-XXXX
15303	Research in human capital and development	8009604	Res Hum Cap Dev	0194-3960
15304	Fertility and contraception	8009503	Fertil Contracept	0309-4545
15305	Revista espanola de geriatria y gerontologia	8009022	Rev Esp Geriatr Gerontol	0211-139X
15306	Annual review of population law	8008840	Annu Rev Popul Law	0364-3417
15307	Infant mental health journal	8007859	Infant Ment Health J	0163-9641
15308	New Zealand journal of family planning	8007200	N Z J Fam Plann	XXXX-XXXX
15309	Seminars in family medicine	8007258	Semin Fam Med	0194-0465
15310	Southeast Asian journal of surgery	8007017	Southeast Asian J Surg	0258-3186
15311	Contactologia	8006240	Contactologia	0171-9599
15312	Proceedings of the Nutrition Society of India	8005258	Proc Nutr Soc India	0253-7567
15313	Journal of family issues	8005417	J Fam Issues	0192-513X
15314	Les Carnets de l'enfance = Assignment children	8004883	Carnets Enfance	0590-5931
15315	Current population reports. Series P-25, Population estimates and projections	8004905	Curr Popul Rep Popul Estim Proj	0738-453X
15316	Current population reports. Series P-20, Population characteristics	8004907	Curr Popul Rep Popul Charact	0363-6836
15317	South African journal of psychology = Suid-Afrikaanse tydskrif vir sielkunde	8003648	S Afr J Psychol	0081-2463
15318	Health education bulletin	8003588	Health Educ Bull	0270-0603
15319	Parivar ayojan	8003634	Parivar Ayojan	0254-4563
15320	IUSSP papers	8003001	IUSSP Pap	XXXX-XXXX
15321	EPI newsletter / c Expanded Program on Immunization in the Americas	8002227	EPI Newsl	0251-4710
15322	AFRO technical papers	8002168	Afro Tech Pap	0250-8621
15323	General Information Programme, Unisist newsletter	8000108	Gen Inf Programme UNISISTNewsl	0379-2218
15324	Journal of pharmacotherapy	7910919	J Pharmacother	0140-7317
15325	Acta reproductiva Turcica	7910855	Acta Reprod Turc	0252-9696
15326	American journal of hygiene	7910859	Am J Hyg	0096-5294
15327	Social networks	7909453	Soc Networks	0378-8733
15328	Asian & Pacific population programme news	7909223	Asian Pac Popul Programme News	0125-6718
15329	Curare	7907066	Curare	0344-8622
15330	Estudios de poblacion	7906238	Estud Poblac	XXXX-XXXX
15331	Praxis der Psychotherapie und Psychosomatik	7905612	Prax Psychother Psychosom	0171-791X
15332	Africa health	7905114	Afr Health	0141-9536
15333	Research in community and mental health	7904695	Res Community Ment Health	0192-0812
15334	The Journal of black psychology	7904302	J Black Psychol	0095-7984
15335	Philippine journal of cardiology	7904029	Philipp J Cardiol	0115-1029
15336	P & S quarterly	7902927	P S Q	0030-7831
15337	Indian journal of pharmacology	7902477	Indian J Pharmacol	0253-7613
15338	Salubritas	7901192	Salubritas	0191-5789
15339	Draper Fund report	7901101	Draper Fund Rep	0191-3905
15340	Acta endoscopica	7901041	Acta Endoscopica	0240-642X
15341	The Journal of sex education	7810285	J Sex Educ	0144-9656
15342	American druggist	7809986	Am Drug	0190-5287
15343	Indian journal of pharmaceutical sciences	7809431	Indian J Pharm Sci	0250-474X
15344	Aktuelle Ernahrungsmedizin	7807471	Aktuel Ernahrungsmed	0341-0501
15345	Infertility	7807296	Infertility	0160-7626
15346	Sessualita	7807160	Sessualita	XXXX-XXXX
15347	Social work with groups	7806972	Soc Work Groups	0160-9513
15348	Perinatal care	7806919	Perinat Care	0160-3701
15349	Berkala ilmu kedokteran	7806510	Berkala Ilmu Kedokteran	0126-1312
15350	Population studies	7805476	Popul Stud (NY)	0082-805X
15351	Evaluation quarterly	7805387	Eval Q	0145-4692
15352	Alternative lifestyles	7804921	Alternative Lifestyles	0161-570X
15353	Journal of social service research	7804338	J Soc Serv Res	0148-8376
15354	International journal of behavioral development	7804126	Int J Behav Dev	0165-0254
15355	Biological memoirs	7804051	Biol Mem	0379-8097
15356	Annals of the National Academy of Medical Sciences (India)	7804031	Ann Natl Acad Med Sci	0379-038X
15357	The Bulletin of the High Institute of Public Health	7803469	Bull High Inst Public Health	1110-0036
15358	Journal of divorce	7803319	J Divorce	0147-4022
15359	Gynakologische Praxis	7803093	Gynakol Prax	0341-8677
15360	Female patient	7802840	Female Patient	0364-1198
15361	Population report	7802225	Popul Rep	0145-9643
15362	Afya	7802076	Afya	0378-4851
15363	Medical self-care	7801791	Med Self Care	0162-2285
15364	Core journals in pediatrics	7801709	Core J Pediatr	0376-5040
15365	Current problems in obstetrics and gynecology	7801710	Curr Probl Obstet Gynecol	0147-1988
15366	Age	7801686	Age (Omaha)	XXXX-XXXX
15367	Journal of psychology and Judaism	7801249	J Psychol Judaism	0700-9801
15368	Research resources reporter	7801124	Res Resour Rep	0160-807X
15369	Medical gynaecology and sociology	7800963	Med Gynaecol Sociol	0543-2693
15370	Journal of sex education and therapy	7708964	J Sex Educ Ther	0161-4576
15371	Medical ultrasound	7708262	Med Ultrasound	0147-6742
15372	Intelligence	7707496	Intelligence	0160-2896
15373	Cognitive therapy and research	7707273	Cognit Ther Res	0147-5916
15374	La Revue de geriatrie	7704922	Revue Geriatr	0397-7927
15375	Population et famille	7703999	Popul Famille	0523-1159
15376	Medicina y desarrollo	7703261	Med Desarrollo	0378-472X
15377	Bulletin of the International Pediatric Association. Bulletin de l'Association internationale de pediatrie. Boletin de la Asociacion Internacional de Pediatria	7702599	Bull Int Pediatr Assoc	0245-9337
15378	Family planning today	7702298	Fam Plann Today	0309-1112
15379	Moyo	7701889	Moyo	0378-4703
15380	MMG. Medizin, Mensch, Gesellschaft	7701891	Mmg	0340-8183
15381	Indian journal of dermatology, venereology and leprology	7701852	Indian J Dermatol Venereol Leprol	0378-6323
15382	Drug research reports	7701581	Drug Res Rep	0012-6608
15383	Psychology of women quarterly	7613934	Psychol Women Q	0361-6843
15384	Victimology	7613977	Victimology	0361-5170
15385	Acta therapeutica	7613292	Acta Ther	0378-0619
15386	CMD. Current medical dialog	7611979	Cmd	0007-862X
15387	Comprehensive immunology	7611493	Compr Immunol	0149-1148
15388	Revue mediterraneenne des sciences medicales	7611204	Rev Mediterr Sci Med	0397-1724
15389	Folia ophthalmologica	7611133	Fol Ophthalmol	0323-4932
15390	Interciencia	7611154	Interciencia	0378-1844
15391	Research communications in psychology, psychiatry and behavior	7610623	Res Commun Psychol Psychiatr Behav	0362-2428
15392	The Lactation review	7610533	Lactation Rev	0362-3173
15393	Journal of labelled compounds & radiopharmaceuticals	7610510	J Labelled Comp Radiopharm	0362-4803
15394	Revista cubana de administracion de salud	7607813	Rev Cuhana Adm Salud	0252-1903
15395	ICMR bulletin	7607530	Icmr Bull	0377-4910
15396	Options for policy and practice	7605680	Options Policy Pract	0115-2033
15397	Revista cubana de higiene y epidemiologia	7605141	Rev Cubana Hig Epidemiol	XXXX-XXXX
15398	Zeitschrift fur Arbeitswissenschaft	7605201	Z Arbeitswiss	0340-2444
15399	Initiatives in population	7604208	Initiatives Popul	0115-2181
15400	Pan American health	7603146	Pan Am Health	0377-5119
15401	Gazette	7603066	Gazette	0031-0573
15402	Journal of molecular medicine	7601745	J Mol Med	0377-046X
15403	Human communication research	7600097	Hum Commun Res	0360-3989
15404	World environment report	7514189	World Environ Rep	0098-8235
15405	Sosiaalilaaketieteellinen Aikakauslehti	7513691	Sos Laaketiet Aikak	0355-5097
15406	Cerrahpasa Tip Fakultesi dergisi	7513791	Cerrahpasa Tip Fak Derg	0376-7833
15407	Asian journal of medicine	7513556	Asian Med J	0301-0376
15408	Current prescribing	7512678	Curr Prescr	0097-8620
15409	Family therapy	7511895	Fam Ther	0091-6544
15410	Annual review of sociology	7511865	Annu Rev Sociol	0360-0572
15411	Journal of marriage and family counseling	7511713	J Marriage Fam Couns	0094-5102
15412	Sex roles	7511805	Sex Roles	0360-0025
15413	Birth and the family journal	7509588	Birth Fam J	0098-860X
15414	Aktuelle Dermatologie	7508847	Aktuelle Derm	0340-2541
15415	PRB report	7508302	PRB Rep	0146-7646
15416	Psychologie medicale	7507838	Psychol Med (Paris)	0048-5756
15417	The New Zealand family physician	7507812	N Z Fam Physician	0110-022X
15418	Journal of the Indian Academy of Forensic Sciences	7507201	J Indian Forensic Sci	0579-4749
15419	The Journal of the Christian Medical Association of India	7507189	J Christ Med Assoc India	0009-5443
15420	Comptes rendus de la Societe francaise de gynecologie	7507070	C R Soc Fr Gyncol	0366-8061
15421	Bulletin of the Post-Graduate Committee in Medicine, University of Sydney	7507039	Bull Postgrad Comm Med Univ Syd	0042-0115
15422	Bulletin mensuel de la Societe veterinaire pratique de France	7507022	Bull Mens Soc Vet Prat Fr	0395-7500
15423	Iranian journal of public health	7505531	Iran. J. Public Health	2251-6085
15424	Bulletin of the Sloane Hospital for Women in the Columbia-Presbyterian Medical Center, New York City	7505411	Bull Sloane Hosp Women Columbia Presbyt Med	XXXX-XXXX
15425	Bulletin of the Mason Clinic	7505389	Bull Mason Clin	0025-4657
15426	Boletin del Hospital San Juan de Dios	7505285	Bol Hosp San Juan Dios	0716-0666
15427	Boletin del Instituto Interamericano del Nino	7505288	Bol Inst Interam Nino	0020-4056
15428	Archivio - Ospedale al mare	7505223	Arch Osp Mare	0030-624X
15429	The Journal of the Association of Medical Women in India	7505148	J Assoc Med Women India	0304-1662
15430	R & S report. Hawaii. Department of Health. Research and Statistics Office	7504797	R S Rep	0093-3481
15431	British journal of guidance & counselling	7504610	Br J Guid Counc	0306-9885
15432	Bulletin - Sinai Hospital of Detroit	7503373	Bull Sinai Hosp Detroit	0037-5535
15433	Journal of the Society of Cosmetic Chemists	7503118	J Soc Cosmet Chem	0037-9832
15434	South African journal of obstetrics and gynaecology	7503213	S Afr J Obstet Gynaecol	XXXX-XXXX
15435	Journal de la Societe de statistique de Paris	7503049	J Soc Stat Paris	0037-914X
15436	Majalah obstetri dan ginekologi Indonesia	7502817	Majalah Obstet Ginekol Indones	2338-7335
15437	Revue de l'Institut de sociologie	7502671	Rev Inst Sociol	0020-2215
15438	Practical psychology for physicians	7502648	Pract Psychol Physicians	0095-0475
15439	The Bulletin of the atomic scientists	7502537	Bull At Sci	0096-3402
15440	African social research	7502002	Afr Soc Res	0002-0168
15441	Bulletin of Haffkine Institute	7502028	Bull Haffkine	0304-9515
15442	IPPF news	7501820	IPPF News	0306-4018
15443	Current therapeutics	7501311	Curr Ther (Seaforth)	0311-905X
15444	Morbidity and mortality	7501190	Morb Mortal	0377-7561
15445	Quarterly review of surgery, obstetrics and gynecology	60020130R	Q Rev Surg Obstet Gynecol	0096-543X
15446	Population index	58920110R	Popul Index	0032-4701
15447	The Journal of documentation; devoted to the recording, organization and dissemination of specialized knowledge	58230500R	J Doc	0022-0418
15448	The Courier	52430410R	Courier	XXXX-XXXX
15449	McGill medical journal	2985231R	McGill Med J	0024-905X
15450	Ginecologia y obstetricia	2985105R	Ginecol Obstet (Lima)	1015-3047
15451	The Chemist and druggist	2985135R	Chem Drug	0009-3033
15452	Siriraj Hospital gazette	2984850R	Siriraj Hosp Gaz	0125-152X
15453	Australian journal of psychology	2984699R	Aust J Psychol	0004-9530
15454	The British journal for the philosophy of science	2984713R	Br J Philos Sci	0007-0882
15455	Transactions. Australasian Medical Congress (British Medical Association)	23630080R	Trans Aust Med Congr	XXXX-XXXX
15456	[Ying yang xue bao] Acta nutrimenta Sinica	21720160R	Ying Yang Xue Bao	0512-7955
15457	Winnipeg Clinic quarterly	21630040R	Winnipeg Clin Q	0043-5945
15458	Western journal of medicine and surgery	21620310R	West J Med Surg	XXXX-XXXX
15459	UN monthly chronicle	21340450R	UN Mon Chron	0041-5367
15460	Transplantation bulletin	21310020R	Transplant Bull	0564-1217
15461	Therapia Hungarica	21140340R	Ther Hung	0493-0797
15462	[Yan jiu bao gao] Science reports of the National Taiwan University. Guo li Taiwan da xue. Xin li xue xi	21110260R	Yan Jiu Bao Gao	XXXX-XXXX
15463	Swasth hind	21040350R	Swasth Hind	0586-1179
15464	Sudan medical journal	21030050R	Sudan Med J	0491-4481
15465	Social science	20810190R	Soc Sci	0037-7848
15466	Skandinavisches Archiv fur Physiologie	20740590R	Skand Arch Physiol	XXXX-XXXX
15467	Seminar	20720030R	Seminar	XXXX-XXXX
15468	Rivista italiana di economia, demografia e statistica	20430060R	Riv Ital Econ Demogr Stat	0035-6832
